[0, 1, 2, 3, 4, 5, 6] : 6 : 2
[0, 1, 2, 3, 4, 6, 5] : 7 : 2
[0, 1, 2, 3, 5, 4, 6] : 7 : 2
[0, 1, 2, 3, 5, 6, 4] : 8 : 2
[0, 1, 2, 3, 6, 4, 5] : 8 : 2
[0, 1, 2, 3, 6, 5, 4] : 9 : 2
[0, 1, 2, 4, 3, 5, 6] : 6 : 2
[0, 1, 2, 4, 3, 6, 5] : 7 : 2
[0, 1, 2, 4, 5, 3, 6] : 7 : 2
[0, 1, 2, 4, 5, 6, 3] : 8 : 2
[0, 1, 2, 4, 6, 3, 5] : 8 : 2
[0, 1, 2, 4, 6, 5, 3] : 9 : 2
[0, 1, 2, 5, 3, 4, 6] : 7 : 2
[0, 1, 2, 5, 3, 6, 4] : 8 : 2
[0, 1, 2, 5, 4, 3, 6] : 7 : 2
[0, 1, 2, 5, 4, 6, 3] : 8 : 2
[0, 1, 2, 5, 6, 3, 4] : 9 : 2
[0, 1, 2, 5, 6, 4, 3] : 9 : 2
[0, 1, 2, 6, 3, 4, 5] : 8 : 2
[0, 1, 2, 6, 3, 5, 4] : 9 : 2
[0, 1, 2, 6, 4, 3, 5] : 8 : 2
[0, 1, 2, 6, 4, 5, 3] : 9 : 2
[0, 1, 2, 6, 5, 3, 4] : 9 : 2
[0, 1, 2, 6, 5, 4, 3] : 9 : 2
[0, 1, 3, 2, 4, 5, 6] : 10 : 2
[0, 1, 3, 2, 4, 6, 5] : 11 : 2
[0, 1, 3, 2, 5, 4, 6] : 11 : 2
[0, 1, 3, 2, 5, 6, 4] : 12 : 2
[0, 1, 3, 2, 6, 4, 5] : 12 : 2
[0, 1, 3, 2, 6, 5, 4] : 13 : 2
[0, 1, 3, 4, 2, 5, 6] : 10 : 2
[0, 1, 3, 4, 2, 6, 5] : 11 : 2
[0, 1, 3, 4, 5, 2, 6] : 11 : 2
[0, 1, 3, 4, 5, 6, 2] : 12 : 2
[0, 1, 3, 4, 6, 2, 5] : 12 : 2
[0, 1, 3, 4, 6, 5, 2] : 13 : 2
[0, 1, 3, 5, 2, 4, 6] : 11 : 2
[0, 1, 3, 5, 2, 6, 4] : 12 : 2
[0, 1, 3, 5, 4, 2, 6] : 11 : 2
[0, 1, 3, 5, 4, 6, 2] : 12 : 2
[0, 1, 3, 5, 6, 2, 4] : 13 : 2
[0, 1, 3, 5, 6, 4, 2] : 13 : 2
[0, 1, 3, 6, 2, 4, 5] : 12 : 2
[0, 1, 3, 6, 2, 5, 4] : 13 : 2
[0, 1, 3, 6, 4, 2, 5] : 12 : 2
[0, 1, 3, 6, 4, 5, 2] : 13 : 2
[0, 1, 3, 6, 5, 2, 4] : 13 : 2
[0, 1, 3, 6, 5, 4, 2] : 13 : 2
[0, 1, 4, 2, 3, 5, 6] : 11 : 2
[0, 1, 4, 2, 3, 6, 5] : 12 : 2
[0, 1, 4, 2, 5, 3, 6] : 12 : 2
[0, 1, 4, 2, 5, 6, 3] : 13 : 2
[0, 1, 4, 2, 6, 3, 5] : 13 : 2
[0, 1, 4, 2, 6, 5, 3] : 14 : 2
[0, 1, 4, 3, 2, 5, 6] : 11 : 2
[0, 1, 4, 3, 2, 6, 5] : 12 : 2
[0, 1, 4, 3, 5, 2, 6] : 12 : 2
[0, 1, 4, 3, 5, 6, 2] : 13 : 2
[0, 1, 4, 3, 6, 2, 5] : 13 : 2
[0, 1, 4, 3, 6, 5, 2] : 14 : 2
[0, 1, 4, 5, 2, 3, 6] : 12 : 2
[0, 1, 4, 5, 2, 6, 3] : 13 : 2
[0, 1, 4, 5, 3, 2, 6] : 12 : 2
[0, 1, 4, 5, 3, 6, 2] : 13 : 2
[0, 1, 4, 5, 6, 2, 3] : 14 : 2
[0, 1, 4, 5, 6, 3, 2] : 14 : 2
[0, 1, 4, 6, 2, 3, 5] : 13 : 2
[0, 1, 4, 6, 2, 5, 3] : 14 : 2
[0, 1, 4, 6, 3, 2, 5] : 13 : 2
[0, 1, 4, 6, 3, 5, 2] : 14 : 2
[0, 1, 4, 6, 5, 2, 3] : 14 : 2
[0, 1, 4, 6, 5, 3, 2] : 14 : 2
[0, 1, 5, 2, 3, 4, 6] : 12 : 2
[0, 1, 5, 2, 3, 6, 4] : 13 : 2
